Unnamed: 0,urlDrugName,rating,effectiveness,sideEffects,condition,benefitsReview,sideEffectsReview,commentsReview,benefitsReviewPreprocess,sideEffectsReviewPreprocess,commentsReviewPreprocess
4091,asmanex,10,Highly Effective,No Side Effects,asthma,Preventative control of asthma symptoms.,None that I experienced.,"This is the best medication I've ever used for my asthma.  It's used to prevent the onset of asthma symptoms, and I've found it to be extremely effective.  I take it once a day, and it virtually eliminates any asthma symptoms/attacks.  I would recommend it to anyone who suffers from asthma.","['preventative', 'control', 'asthma', 'symptom']","['none', 'experienced']","['best', 'medication', 'ever', 'used', 'asthma', 'used', 'prevent', 'onset', 'asthma', 'symptom', 'found', 'extremely', 'effective', 'take', 'day', 'virtually', 'asthma', 'symptom', 'attack', 'would', 'recommend', 'anyone', 'asthma']"
2339,propecia,8,Considerably Effective,Mild Side Effects,hair loss,"A slowing in androgenic alopecia, and some potential re-growth. The slowing of the male pattern balding creates an environment suitable for topical solutions to have stronger more effective yields.","Erectile disfunction, weight gain.",Taken on a daily basis at the same time everyday. Taking it everyday at the same time increases the potential for the medication to work so that the body gets a consistent dose to work with. Otherwise the body gets confused.,"['potential', 'growth', 'male', 'pattern', 'topical', 'solution', 'stronger', 'effective']","['erectile', 'disfunction', 'weight', 'gain']","['taken', 'daily', 'basis', 'time', 'everyday', 'taking', 'everyday', 'time', 'increase', 'potential', 'medication', 'work', 'body', 'get', 'consistent', 'dose', 'work', 'otherwise', 'body', 'get', 'confused']"
2157,zyrtec,10,Highly Effective,Mild Side Effects,itching,"no itching, no allergy, no dermagraphism","dry eyes and skin. ocusal plugs took care of dry eyes, mousturizers help with dry skin. not sleepy at all unlike many other drugs. Claritin makes me shaky, Allegra and singulaire do not help.",take a pills in the morning every day with water,"['itching', 'allergy']","['dry', 'eye', 'skin', 'took', 'care', 'dry', 'eye', 'help', 'dry', 'skin', 'sleepy', 'unlike', 'many', 'drug', 'make', 'shaky', 'help']","['take', 'pill', 'morning', 'every', 'day', 'water']"
2246,zovirax,7,Moderately Effective,No Side Effects,"cold sore, fever blister",This ointment seemed to lessen the severity of the outbreak and duration.,None noted,I applied the ointment several times a day.  The sooner the application after the first symptom (usually tingling) the more effective.  As I stated still had the outbreak but the ointment did lessen the severity and duration.,"['ointment', 'seemed', 'lessen', 'severity', 'outbreak', 'duration']","['none', 'noted']","['applied', 'ointment', 'several', 'time', 'day', 'sooner', 'application', 'first', 'symptom', 'usually', 'tingling', 'effective', 'stated', 'still', 'outbreak', 'ointment', 'lessen', 'severity', 'duration']"
208,elidel,6,Marginally Effective,Mild Side Effects,eczema,"Decreased eczema patches, however did not fully heal them. The treatment did not help my skin being scaly from eczema.",There were no noticeable side effects.,The treatment consisted of 2 times a day of applying the cream into the face for eczema. Pimecrolimus came in cream form so it would rub off easily.,"['decreased', 'eczema', 'patch', 'however', 'fully', 'heal', 'treatment', 'help', 'skin', 'eczema']","['noticeable', 'side', 'effect']","['treatment', 'consisted', '2', 'time', 'day', 'applying', 'cream', 'face', 'eczema', 'came', 'cream', 'form', 'would', 'rub', 'easily']"
1200,prozac,7,Considerably Effective,Mild Side Effects,depression,"Before I began taking this, I had experienced a long time, chronic depression. After about one month of taking this I began feeling much better. Although things still are not perfect, and I have very blue periods, it has at least made life tolerable.","Reduced sex drive.  Had quite a normal sexual appetite before using this, and it has decreased dramatically.","Began taking 20 mg daily then increased it to 40 after 3 months.  Might help more if I were to go to some type of counseling, which I have not.","['began', 'taking', 'experienced', 'long', 'time', 'chronic', 'depression', 'one', 'month', 'taking', 'began', 'feeling', 'much', 'better', 'although', 'thing', 'still', 'perfect', 'blue', 'period', 'ha', 'least', 'made', 'life', 'tolerable']","['reduced', 'sex', 'drive', 'quite', 'normal', 'sexual', 'appetite', 'using', 'ha', 'decreased', 'dramatically']","['began', 'taking', '20', 'mg', 'daily', 'increased', '40', '3', 'month', 'might', 'help', 'go', 'type', 'counseling']"
728,claripel-cream,9,Highly Effective,No Side Effects,hyperpigmatation,hydeoquione mitigated uneven tone of face as well as freckles.  It additionally left the skin with a taught texture.  My skin seemd to look 10 years younger,I wore 60 SPF everyday even in the winter to avoid any sun damage.  I did not experience any side affects.,I was seen by my doctor and he thought the medication would be the best route to take for my condition.  I was told to put it on my face three time a week at night. However-  I used it every night,"['uneven', 'tone', 'face', 'well', 'freckle', 'additionally', 'left', 'skin', 'texture', 'skin', 'look', '10', 'year', 'younger']","['wore', '60', 'spf', 'everyday', 'even', 'winter', 'avoid', 'sun', 'damage', 'experience', 'side', 'affect']","['wa', 'seen', 'doctor', 'thought', 'medication', 'would', 'best', 'route', 'take', 'condition', 'wa', 'told', 'put', 'face', 'three', 'time', 'week', 'night', 'however', 'used', 'every', 'night']"
3923,nexium,7,Considerably Effective,Mild Side Effects,gerd,"Acid reflux stopped, I am told that the damage done by the effluxed acid will be healed.  But I am not sure if this drug really strengthens the sphincter such that acid reflux is stopped.  Nexium mainly reduces acid production, but does is stop the efflux is yet to be seen based on the results after stopping the treatment.",Halitosis - Bad breath from day - 2,Excellent in treating GERD.,"['acid', 'reflux', 'stopped', 'told', 'damage', 'done', 'acid', 'healed', 'sure', 'drug', 'really', 'acid', 'reflux', 'stopped', 'nexium', 'mainly', 'reduces', 'acid', 'production', 'doe', 'stop', 'yet', 'seen', 'based', 'result', 'stopping', 'treatment']","['bad', 'breath', 'day', '2']","['excellent', 'treating', 'gerd']"
19,proquin-xr,10,Highly Effective,No Side Effects,urinary tract infrection,No diarrhea and better drug efficacy.,"None at all.  The person who previously reviewed had an allergic reaction.  That does NOT mean the drug doesn't work, that means she simply can't tolerate the medication.","My father is in a wheelchair.  For those of you with handicapped family and friends, you know how difficult urinary tract infections can be.  Ciprofloxin was a major break through for UTI's.  Unfortunately, paralyzed men and women have trouble holding their bowel movements due to the ""dumping"" effect of cipro releasing directly into the gut.  Although not widely promoted just know that Proquin XR has truly changed my father's life.  Instead of being hospitalized once a year due to a UTI, he can now take Proquin XR and continue on with his normal daily life/work etc.  Proquin XR basically allows the body to metabolize more of the medication and this in turn makes the medication more efficacious.  In layman's terms, it works faster and more effectively.  If you have digestive issues due to cipro or any antibiotic, you seriously need to try this medication.  It has not only helped my father but has made my family's life much easier.","['diarrhea', 'better', 'drug', 'efficacy']","['none', 'person', 'previously', 'allergic', 'reaction', 'doe', 'mean', 'drug', 'doe', 'work', 'mean', 'simply', 'cannot', 'tolerate', 'medication']","['father', 'family', 'friend', 'know', 'difficult', 'urinary', 'tract', 'infection', 'wa', 'major', 'break', 'uti', 'unfortunately', 'woman', 'trouble', 'bowel', 'movement', 'due', 'effect', 'cipro', 'directly', 'although', 'know', 'xr', 'ha', 'truly', 'changed', 'father', 'life', 'instead', 'hospitalized', 'year', 'due', 'uti', 'take', 'xr', 'continue', 'normal', 'daily', 'life', 'work', 'etc', 'xr', 'basically', 'allows', 'body', 'medication', 'turn', 'make', 'medication', 'term', 'work', 'faster', 'effectively', 'digestive', 'issue', 'due', 'cipro', 'antibiotic', 'seriously', 'need', 'try', 'medication', 'ha', 'helped', 'father', 'ha', 'made', 'family', 'life', 'much', 'easier']"
4064,amoxil,9,Highly Effective,Moderate Side Effects,chest infection,"cleared up cough and chest infection, although the treatment worked it was difficult at first to decide how much better it was making me as I had hot flushes, dizziness and diarroheah, all in all it took a good 5 days to start working","dizziness, hot flushes and diarroheah",3 x a day for 7 days,"['cleared', 'cough', 'chest', 'infection', 'although', 'treatment', 'worked', 'wa', 'difficult', 'first', 'much', 'better', 'wa', 'making', 'hot', 'flush', 'dizziness', 'took', 'good', '5', 'day', 'start', 'working']","['dizziness', 'hot', 'flush']","['3', 'x', 'day', '7', 'day']"
54,flexeril,7,Considerably Effective,Moderate Side Effects,restless sleep,Much more relaxed evenings and better sleep.  Was able to sleep through the night.  Woke in mornings without back aches and pains.  Flexeril was effective as a muscle relaxant.,Very sedated feeling the next morning.  Found it very dificult to approach the next day with any vigor.  Additionally there was a feeling of nervousness or anxiety associated with taking this medication.,One dose nightly as needed for sleep.  No other medications or supplements were used.,"['much', 'relaxed', 'evening', 'better', 'sleep', 'wa', 'able', 'sleep', 'night', 'woke', 'morning', 'without', 'back', 'ache', 'pain', 'flexeril', 'wa', 'effective', 'muscle']","['feeling', 'next', 'morning', 'found', 'next', 'day', 'additionally', 'wa', 'feeling', 'nervousness', 'anxiety', 'associated', 'taking', 'medication']","['one', 'dose', 'nightly', 'needed', 'sleep', 'medication', 'supplement', 'used']"
1870,augmentin,7,Highly Effective,No Side Effects,migraine in assoc /w upper resp infection,"It truly cleared my headache in three days. I felt no reason to finish the meds unless it was necessary. That pretty much sums it up as to say I would recommend it to others in need. I thank the drug and pharmecutical industry much indeed. Again, Thank you.",,The treatment took away the migraine headaches. It opened up my head and cleared the mucus that clogged me with sinusitis. I was then able to breathe much better.,"['truly', 'cleared', 'headache', 'three', 'day', 'felt', 'reason', 'finish', 'med', 'unless', 'wa', 'necessary', 'pretty', 'much', 'say', 'would', 'recommend', 'others', 'need', 'thank', 'drug', 'much', 'thank']",['nan'],"['treatment', 'took', 'away', 'migraine', 'headache', 'opened', 'head', 'cleared', 'mucus', 'sinusitis', 'wa', 'able', 'breathe', 'much', 'better']"
2308,lexapro,9,Highly Effective,Mild Side Effects,depression & anxiety,"Immediate benefits were realized, faster than my doctor anticipated. Also, I wouldn't always take Lexapro consistently, and when symptoms returned, by resuming Lexapro, I experienced results in 2-3 days.","In the beginning, I felt a little dazed and disoriented for the first 1-2 weeks of taking Lexapro. Once my body adjusted to the drug, I felt like it took the edge off irritability and made me feel like my old self. Sustaining side effects were sexual; a decrease in ability to orgasim.",10 mg of Lexapro was prescribed to be taken 1x daily. I was advised that this drug builds up in the system over time and that results generally wouldn't be measurable until taken consistently for a minimum of 4-6 weeks.,"['immediate', 'benefit', 'realized', 'faster', 'doctor', 'also', 'would', 'always', 'take', 'lexapro', 'consistently', 'symptom', 'returned', 'lexapro', 'experienced', 'result', '2', '3', 'day']","['beginning', 'felt', 'little', 'disoriented', 'first', '1', '2', 'week', 'taking', 'lexapro', 'body', 'adjusted', 'drug', 'felt', 'like', 'took', 'edge', 'irritability', 'made', 'feel', 'like', 'old', 'self', 'side', 'effect', 'sexual', 'decrease', 'ability']","['10', 'mg', 'lexapro', 'wa', 'prescribed', 'taken', '1x', 'daily', 'wa', 'advised', 'drug', 'build', 'system', 'time', 'result', 'generally', 'would', 'taken', 'consistently', 'minimum', '4', '6', 'week']"
1094,effexor,9,Highly Effective,Severe Side Effects,depression,"I've taken various anti-depressants through the years, but this was the closest I ever came to a ""cure"". 

Granted, it was after I stopped taking the medication that this ""cure"" took place, but I never experienced this with other anti-depressants. While taking it, Effexor made me so sleepy all the time that I slept a good deal more than normal (10-12 hours daily). This is why I stopped taking it. But when I did, I felt better than I had in years. I remained depression-free for about 3 years. I then dealt with depression again for about 8-10 months (I didn't want to lose another 6-8 weeks taking the Effexor ""cure"" so I delayed, hoping I would just ""snap out of it"" on my own). When I finally conceded this wasn't going to happen, I returned to my doctor, who then convinced me to try something new, so I tried Cymbalta, hoping to get Effexor's benefits, without the side-effects. It worked well as long as I used it, but when I stopped, there was no ""cure"" like I'd had with Effexor. Now I take 600-1000 mg of samE. It's not as good as the post-Effexor experience, but I feel less dependant on the medical system for my maintenance, and I focus on physical health (good food, exercise, vitamins)to maintain my emotional health. Those things alone, unfortunately, do not completely do it for me, and that's where the samE comes in. It makes the difference.","As indicated in the question relating to treatment benefits; the side effects of Effexor, for me, were a tendency to sleep a lot, and to feel sleepy much of the time.","I began Effexor under the care of a psychiatrist who was treating me for depression. My depression took the form of a lack of interest in all aspects of my life and I had begun to ""shut down"" to such a degree that sometimes the act of just walking from the garage into my house required a strong act of will. When I had to run errands, like grocery shopping, I felt an uncomfortable detachment from my environment. My treatment with Effexor, at worst, sometimes simply took me down (energy-wise) an additional notch from where I was. At best, it shifted me from the uncomfortable detached feeling and elevated my mood a couple of notches above where it had been. I had moments of feeling fully functional. That was enough to give me a sense of feeling better, and the will to decide to take my full energy back. That's when I stopped taking it, and experienced the miraculous ""cure"". If I ever experience such a deep depression again, I will choose to try the Effexor again (the original, not the newer version), rather than the Cymbalta. With the Cymbalta, I would already know that the benefits would only last as long as I chose to be on it, whereas, the Effexor would give me hope for a lengthy remission.","['taken', 'various', 'anti', 'depressant', 'year', 'wa', 'ever', 'came', 'cure', 'wa', 'stopped', 'taking', 'medication', 'cure', 'took', 'place', 'never', 'experienced', 'anti', 'depressant', 'taking', 'effexor', 'made', 'sleepy', 'time', 'slept', 'good', 'deal', 'normal', '10', '12', 'hour', 'daily', 'stopped', 'taking', 'felt', 'better', 'year', 'remained', 'depression', 'free', '3', 'year', 'depression', '8', '10', 'month', 'want', 'lose', 'another', '6', '8', 'week', 'taking', 'effexor', 'cure', 'hoping', 'would', 'finally', 'wa', 'going', 'happen', 'returned', 'doctor', 'try', 'something', 'new', 'tried', 'cymbalta', 'hoping', 'get', 'effexor', 'benefit', 'without', 'side', 'effect', 'worked', 'well', 'long', 'used', 'stopped', 'wa', 'cure', 'like', 'would', 'effexor', 'take', 'mg', 'good', 'post', 'effexor', 'experience', 'feel', 'le', 'medical', 'system', 'maintenance', 'focus', 'physical', 'health', 'good', 'food', 'exercise', 'maintain', 'emotional', 'health', 'thing', 'alone', 'unfortunately', 'completely', 'come', 'make', 'difference']","['indicated', 'treatment', 'benefit', 'side', 'effect', 'effexor', 'tendency', 'sleep', 'lot', 'feel', 'sleepy', 'much', 'time']","['began', 'effexor', 'care', 'psychiatrist', 'wa', 'treating', 'depression', 'depression', 'took', 'form', 'lack', 'interest', 'life', 'begun', 'degree', 'sometimes', 'act', 'walking', 'house', 'required', 'strong', 'act', 'run', 'like', 'felt', 'uncomfortable', 'environment', 'treatment', 'effexor', 'worst', 'sometimes', 'simply', 'took', 'energy', 'additional', 'wa', 'best', 'uncomfortable', 'feeling', 'elevated', 'mood', 'couple', 'moment', 'feeling', 'fully', 'functional', 'wa', 'enough', 'give', 'sense', 'feeling', 'better', 'decide', 'take', 'full', 'energy', 'back', 'stopped', 'taking', 'experienced', 'cure', 'ever', 'experience', 'deep', 'depression', 'choose', 'try', 'effexor', 'original', 'newer', 'version', 'rather', 'cymbalta', 'cymbalta', 'would', 'already', 'know', 'benefit', 'would', 'last', 'long', 'chose', 'whereas', 'effexor', 'would', 'give', 'hope', 'remission']"
